date,hour,words
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,16,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,18,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-11,20,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-05,21,1
2023-12-06,12,1
2023-12-06,12,1
2023-12-06,12,1
2023-12-06,12,1
2023-12-06,12,1
2023-12-06,12,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,13,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
2023-12-06,14,1
